Building,sampling_region,building_type,size_bin,heating_fuel,hvac_system_type
2158,17,retail,0,Electricity,PTAC with electric coil
2159,22,secondary_school,0,NaturalGas,PSZ-AC with gas boiler
2160,10,full_service_restaurant,1,DistrictHeating,VAV district chilled water with district hot water reheat
2161,31,strip_mall,0,Electricity,PSZ-HP
2162,32,small_office,0,Propane,Residential AC with residential forced air furnace
2163,20,warehouse,0,Electricity,PSZ-HP
2164,10,strip_mall,1,NaturalGas,PVAV with gas heat with electric reheat
2165,103,strip_mall,2,NaturalGas,PSZ-AC with gas coil
2166,29,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2167,107,medium_office,1,Electricity,PVAV with PFP boxes
2168,27,retail,1,Electricity,PSZ-AC with electric coil
2169,19,medium_office,0,NaturalGas,PSZ-AC with gas boiler
2170,104,warehouse,1,NaturalGas,PVAV with gas boiler reheat
2171,47,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2172,11,small_office,0,Electricity,PTAC with electric coil
2173,9,outpatient,0,Electricity,PSZ-AC with electric coil
2174,2,full_service_restaurant,1,NaturalGas,PSZ-AC with gas coil
2175,5,medium_office,1,Electricity,PSZ-HP
2176,29,medium_office,1,NaturalGas,VAV air-cooled chiller with gas boiler reheat
2177,29,small_office,0,FuelOil,Residential AC with residential forced air furnace
2178,47,warehouse,0,FuelOil,Residential AC with residential forced air furnace
2179,19,large_office,1,Electricity,VAV chiller with PFP boxes
2180,109,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2181,36,small_hotel,0,Electricity,PTHP
2182,27,retail,0,NaturalGas,Residential AC with residential forced air furnace
2183,108,small_office,1,NaturalGas,PSZ-AC with gas coil
2184,13,medium_office,0,NaturalGas,PSZ-AC with gas coil
2185,36,warehouse,0,Electricity,PSZ-HP
2186,107,grocery,1,NaturalGas,PSZ-AC with gas coil
2187,37,strip_mall,2,Electricity,PVAV with PFP boxes
2188,100,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
2189,37,small_office,1,NaturalGas,PSZ-AC with gas coil
2190,47,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
2191,105,small_hotel,0,Electricity,PTAC with electric coil
2192,48,warehouse,0,Electricity,PSZ-HP
2193,15,secondary_school,0,NaturalGas,PSZ-AC with gas coil
2194,18,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2195,23,large_hotel,0,Propane,DOAS with water source heat pumps cooling tower with boiler
2196,106,strip_mall,2,NaturalGas,PSZ-AC with gas coil
2197,3,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2198,40,grocery,1,NaturalGas,PSZ-AC with gas coil
2199,26,primary_school,1,NaturalGas,VAV air-cooled chiller with gas boiler reheat
2200,108,warehouse,1,Electricity,PSZ-AC with electric coil
2201,29,warehouse,0,Electricity,PTAC with electric coil
2202,18,medium_office,0,Electricity,PVAV with PFP boxes
2203,43,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2204,40,small_hotel,0,Electricity,PTHP
2205,3,full_service_restaurant,0,Propane,PSZ-AC with gas coil
2206,28,medium_office,0,NaturalGas,PSZ-AC with gas coil
2207,107,large_hotel,0,Electricity,PTAC with electric coil
2208,9,small_office,1,NaturalGas,PVAV with gas heat with electric reheat
2209,38,warehouse,1,NaturalGas,PVAV with gas boiler reheat
2210,104,strip_mall,2,NaturalGas,PSZ-AC with gas coil
2211,16,retail,0,Electricity,PTAC with electric coil
2212,104,small_hotel,0,Electricity,PTAC with electric coil
2213,44,retail,0,Electricity,PSZ-HP
2214,40,medium_office,1,NaturalGas,PSZ-AC with gas coil
2215,105,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2216,30,warehouse,0,Electricity,PTHP
2217,1,warehouse,0,Electricity,PSZ-HP
2218,107,full_service_restaurant,0,Electricity,PSZ-HP
2219,107,secondary_school,0,NaturalGas,PSZ-AC with gas coil
2220,43,retail,0,Propane,PSZ-AC with gas coil
2221,30,medium_office,1,NaturalGas,VAV air-cooled chiller with gas boiler reheat
2222,0,primary_school,1,Electricity,PVAV with PFP boxes
2223,29,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2224,46,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2225,38,medium_office,0,Electricity,PSZ-AC with electric coil
2226,26,warehouse,0,FuelOil,PSZ-AC with gas coil
2227,18,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
2228,27,warehouse,0,Electricity,PSZ-HP
2229,105,primary_school,0,NaturalGas,PSZ-AC with gas coil
2230,31,small_office,0,Propane,PSZ-AC with gas coil
2231,10,full_service_restaurant,1,NaturalGas,PSZ-AC with gas coil
2232,18,large_hotel,0,NaturalGas,PTAC with gas boiler
2233,14,warehouse,0,Electricity,PTHP
2234,39,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2235,12,warehouse,1,NaturalGas,PVAV with gas boiler reheat
2236,21,small_office,0,Propane,Residential AC with residential forced air furnace
2237,8,medium_office,0,Electricity,PVAV with PFP boxes
2238,10,retail,1,Propane,PSZ-AC with gas coil
2239,13,warehouse,1,NaturalGas,PVAV with gas heat with electric reheat
2240,30,warehouse,0,Electricity,PTAC with electric coil
2241,4,large_office,1,NaturalGas,VAV chiller with gas boiler reheat
2242,35,retail,1,NaturalGas,PSZ-AC with gas coil
2243,30,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2244,10,large_office,1,Electricity,VAV chiller with PFP boxes
2245,101,large_office,0,NaturalGas,VAV chiller with gas boiler reheat
2246,32,medium_office,1,Electricity,PVAV with PFP boxes
2247,3,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
2248,48,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
2249,29,warehouse,0,FuelOil,Residential AC with residential forced air furnace
2250,22,warehouse,0,Propane,PSZ-AC with gas coil
2251,13,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2252,4,small_office,0,Electricity,PTHP
2253,7,small_office,0,Electricity,PTAC with electric coil
2254,18,large_hotel,0,Electricity,PTAC with electric coil
2255,37,strip_mall,1,NaturalGas,PSZ-AC with gas coil
2256,33,small_office,1,NaturalGas,PVAV with gas boiler reheat
2257,27,strip_mall,1,NaturalGas,PSZ-AC with gas coil
2258,26,grocery,0,NaturalGas,PSZ-AC with gas coil
2259,19,secondary_school,1,NaturalGas,VAV air-cooled chiller with gas boiler reheat
2260,44,retail,0,Electricity,PTHP
2261,20,warehouse,1,NaturalGas,PVAV with gas boiler reheat
2262,24,strip_mall,1,NaturalGas,PSZ-AC with gas coil
2263,108,retail,1,Electricity,PSZ-AC with electric coil
2264,20,primary_school,0,NaturalGas,PSZ-AC with gas coil
2265,29,small_office,1,Electricity,PSZ-HP
2266,17,medium_office,0,Electricity,PVAV with PFP boxes
2267,39,retail,0,FuelOil,PSZ-AC with gas coil
2268,22,full_service_restaurant,1,Propane,PSZ-AC with gas coil
2269,13,strip_mall,1,NaturalGas,PVAV with gas heat with electric reheat
2270,34,small_office,0,Electricity,PSZ-HP
2271,4,secondary_school,0,NaturalGas,PSZ-AC with gas coil
2272,109,warehouse,0,Electricity,PSZ-HP
2273,102,medium_office,1,Electricity,PVAV with PFP boxes
2274,13,small_office,1,Electricity,PSZ-HP
2275,0,secondary_school,0,NaturalGas,PSZ-AC with gas coil
2276,19,warehouse,1,Electricity,PVAV with PFP boxes
2277,36,warehouse,1,NaturalGas,PVAV with gas boiler reheat
2278,27,small_office,1,NaturalGas,PVAV with gas boiler reheat
2279,40,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2280,25,large_office,0,Electricity,PVAV with PFP boxes
2281,30,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2282,102,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2283,5,large_office,0,DistrictHeating,VAV district chilled water with district hot water reheat
2284,0,medium_office,1,Electricity,PVAV with PFP boxes
2285,8,large_hotel,0,NaturalGas,PTAC with gas coil
2286,27,strip_mall,0,Electricity,PSZ-AC with electric coil
2287,30,quick_service_restaurant,0,Electricity,PSZ-HP
2288,19,small_hotel,0,NaturalGas,PTAC with gas boiler
2289,108,retail,0,Electricity,PSZ-HP
2290,105,medium_office,1,Electricity,PVAV with PFP boxes
2291,48,small_hotel,0,Electricity,PTAC with electric coil
2292,9,secondary_school,0,Electricity,PSZ-AC with electric coil
2293,10,medium_office,0,NaturalGas,PSZ-AC with gas boiler
2294,9,grocery,0,Electricity,PSZ-AC with electric coil
2295,0,large_hotel,0,Electricity,PTHP
2296,105,large_hotel,0,Electricity,PTAC with electric coil
2297,16,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
2298,36,small_office,1,Electricity,PVAV with PFP boxes
2299,48,retail,0,Electricity,PSZ-HP
2300,10,retail,0,Electricity,PTAC with electric coil
2301,21,small_office,0,Propane,PSZ-AC with gas coil
2302,24,full_service_restaurant,1,Propane,PSZ-AC with gas coil
2303,7,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2304,13,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2305,36,grocery,0,NaturalGas,PSZ-AC with gas coil
2306,29,retail,0,Electricity,PTHP
2307,19,strip_mall,2,NaturalGas,PVAV with gas heat with electric reheat
2308,107,small_office,1,NaturalGas,PVAV with gas boiler reheat
2309,102,small_office,1,NaturalGas,PVAV with gas boiler reheat
2310,8,large_hotel,0,NaturalGas,DOAS with water source heat pumps cooling tower with boiler
2311,13,secondary_school,0,Electricity,PTHP
2312,8,retail,1,Propane,PSZ-AC with gas coil
2313,26,secondary_school,0,NaturalGas,PVAV with gas heat with electric reheat
2314,12,grocery,1,Electricity,PSZ-AC with electric coil
2315,39,large_office,0,Electricity,PVAV with PFP boxes
2316,32,medium_office,0,Electricity,PSZ-AC with electric coil
2317,29,secondary_school,0,NaturalGas,PTAC with gas boiler
2318,43,small_office,0,Electricity,PTHP
2319,19,grocery,1,Electricity,PSZ-AC with electric coil
2320,17,large_hotel,0,Electricity,PTHP
2321,20,full_service_restaurant,1,Propane,PSZ-AC with gas coil
2322,39,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
2323,0,large_hotel,0,NaturalGas,PTAC with gas boiler
2324,105,medium_office,1,NaturalGas,PSZ-AC with gas coil
2325,49,full_service_restaurant,0,Electricity,PSZ-HP
2326,26,small_office,0,Electricity,PSZ-AC with electric coil
2327,19,large_office,0,NaturalGas,PVAV with gas boiler reheat
2328,5,outpatient,0,Electricity,PSZ-AC with electric coil
2329,26,retail,1,Electricity,PSZ-AC with electric coil
2330,26,medium_office,0,NaturalGas,PSZ-AC with gas coil
2331,39,large_office,1,Electricity,VAV chiller with PFP boxes
2332,21,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
2333,8,medium_office,1,NaturalGas,PVAV with gas boiler reheat
2334,30,medium_office,0,Electricity,PVAV with PFP boxes
2335,11,warehouse,0,Electricity,PTHP
2336,40,primary_school,1,Electricity,DOAS with water source heat pumps with ground source heat pump
2337,9,warehouse,0,Propane,PSZ-AC with gas coil
2338,42,small_office,0,Propane,PSZ-AC with gas coil
2339,10,retail,0,NaturalGas,Residential AC with residential forced air furnace
2340,102,small_hotel,0,Electricity,PTAC with electric coil
2341,6,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
2342,23,small_hotel,0,Electricity,PTAC with electric coil
2343,106,medium_office,1,NaturalGas,PVAV with gas boiler reheat
2344,19,medium_office,1,NaturalGas,DOAS with water source heat pumps cooling tower with boiler
2345,46,small_office,0,Electricity,PTHP
2346,18,retail,0,Electricity,PTHP
2347,38,large_hotel,0,Electricity,PTHP
2348,33,large_hotel,0,NaturalGas,PTAC with gas boiler
2349,16,small_hotel,0,Electricity,PTHP
2350,30,grocery,0,NaturalGas,PSZ-AC with gas coil
2351,19,quick_service_restaurant,0,FuelOil,PSZ-AC with gas coil
2352,108,small_office,1,Electricity,PVAV with PFP boxes
2353,5,warehouse,1,NaturalGas,PSZ-AC with gas coil
2354,25,medium_office,1,NaturalGas,PSZ-AC with gas coil
2355,13,large_hotel,0,NaturalGas,PTAC with gas boiler
2356,106,small_office,0,Electricity,PTAC with electric coil
2357,13,quick_service_restaurant,0,Propane,PSZ-AC with gas coil
2358,5,small_office,0,Propane,PSZ-AC with gas coil
2359,47,small_office,0,Electricity,PTHP
2360,33,small_office,1,Electricity,PSZ-AC with electric coil
2361,42,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
2362,19,medium_office,1,NaturalGas,PSZ-AC with gas coil
2363,33,large_hotel,0,NaturalGas,PTAC with gas coil
2364,102,warehouse,1,NaturalGas,PSZ-AC with gas coil
2365,48,medium_office,0,Electricity,PVAV with PFP boxes
2366,15,full_service_restaurant,0,Electricity,PSZ-HP
2367,34,warehouse,0,Propane,Residential AC with residential forced air furnace
2368,20,warehouse,0,Electricity,PTHP
2369,21,small_office,0,Electricity,PSZ-AC with electric coil
2370,13,large_hotel,0,Electricity,PTHP
2371,39,secondary_school,0,Electricity,PTHP
2372,47,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
2373,100,small_office,0,Propane,PSZ-AC with gas coil
2374,17,medium_office,0,NaturalGas,PSZ-AC with gas coil
2375,108,strip_mall,1,NaturalGas,PSZ-AC with gas coil
2376,13,large_office,1,NaturalGas,VAV chiller with gas boiler reheat
2377,39,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2378,12,outpatient,0,NaturalGas,PSZ-AC with gas coil
2379,47,strip_mall,0,FuelOil,PSZ-AC with gas coil
2380,19,secondary_school,1,NaturalGas,PVAV with gas boiler reheat
2381,109,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2382,24,small_office,1,NaturalGas,PSZ-AC with gas coil
2383,36,warehouse,1,NaturalGas,PVAV with gas heat with electric reheat
2384,17,small_office,0,Propane,PSZ-AC with gas coil
2385,100,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
2386,25,warehouse,0,FuelOil,PSZ-AC with gas coil
2387,24,small_office,1,Electricity,PSZ-AC with electric coil
2388,37,medium_office,0,Electricity,PSZ-AC with electric coil
2389,100,small_office,0,Electricity,PTHP
2390,48,secondary_school,0,NaturalGas,PSZ-AC with gas coil
2391,11,small_office,0,Propane,PSZ-AC with gas coil
2392,17,warehouse,0,Electricity,PTHP
2393,28,retail,0,FuelOil,PSZ-AC with gas coil
2394,4,large_hotel,0,NaturalGas,PTAC with gas coil
2395,34,retail,0,Electricity,PSZ-AC with electric coil
2396,106,retail,0,Electricity,PSZ-HP
2397,24,primary_school,0,FuelOil,PVAV with gas boiler reheat
2398,35,small_office,0,Propane,Residential AC with residential forced air furnace
2399,22,primary_school,1,NaturalGas,PVAV with gas heat with electric reheat
2400,17,primary_school,0,NaturalGas,PSZ-AC with gas coil
2401,9,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2402,31,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2403,20,small_office,0,Electricity,PTHP
2404,25,retail,1,Propane,PSZ-AC with gas coil
2405,106,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
2406,100,small_hotel,0,Electricity,PTAC with electric coil
2407,18,grocery,1,NaturalGas,PSZ-AC with gas coil
2408,7,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
2409,30,small_hotel,0,Electricity,PTHP
2410,42,retail,1,NaturalGas,PSZ-AC with gas coil
2411,19,outpatient,1,NaturalGas,PSZ-AC with gas coil
2412,43,strip_mall,0,Electricity,PSZ-AC with electric coil
2413,29,medium_office,0,Electricity,PVAV with PFP boxes
2414,36,retail,1,FuelOil,PSZ-AC with gas coil
2415,9,large_office,0,Electricity,VAV chiller with PFP boxes
2416,48,medium_office,0,FuelOil,PSZ-AC with gas coil
2417,3,small_office,0,Propane,PSZ-AC with gas coil
2418,18,medium_office,1,Electricity,VAV chiller with PFP boxes
2419,25,warehouse,0,Electricity,PTHP
2420,48,warehouse,1,NaturalGas,PVAV with gas boiler reheat
2421,8,strip_mall,2,NaturalGas,PVAV with gas heat with electric reheat
2422,18,primary_school,1,NaturalGas,PSZ-AC with gas boiler
2423,5,strip_mall,2,NaturalGas,PSZ-AC with gas coil
2424,0,small_office,0,Propane,Residential AC with residential forced air furnace
2425,26,medium_office,0,NaturalGas,PVAV with gas boiler reheat
2426,23,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
2427,30,primary_school,1,NaturalGas,PSZ-AC with gas boiler
2428,38,strip_mall,2,NaturalGas,PSZ-AC with gas coil
2429,13,grocery,0,NaturalGas,PSZ-AC with gas coil
2430,14,warehouse,0,Electricity,PTAC with electric coil
2431,0,warehouse,1,Electricity,PSZ-AC with electric coil
2432,9,secondary_school,0,Electricity,PTHP
2433,107,small_office,1,Electricity,PSZ-HP
2434,0,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2435,8,medium_office,1,Electricity,VAV chiller with PFP boxes
2436,40,medium_office,1,NaturalGas,VAV air-cooled chiller with gas boiler reheat
2437,27,warehouse,0,Electricity,PTHP
2438,48,warehouse,0,Propane,PSZ-AC with gas coil
2439,28,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2440,13,strip_mall,2,NaturalGas,PVAV with gas heat with electric reheat
2441,33,warehouse,1,NaturalGas,PVAV with gas heat with electric reheat
2442,4,medium_office,1,NaturalGas,VAV chiller with gas boiler reheat
2443,101,warehouse,0,NaturalGas,Residential AC with residential forced air furnace
2444,12,medium_office,0,Electricity,PSZ-AC with electric coil
2445,13,medium_office,1,NaturalGas,PSZ-AC with gas coil
2446,10,small_office,1,FuelOil,PVAV with gas heat with electric reheat
2447,20,small_hotel,0,Electricity,PTAC with electric coil
2448,9,medium_office,0,Electricity,PSZ-HP
2449,106,grocery,1,NaturalGas,PSZ-AC with gas coil
2450,16,quick_service_restaurant,0,Electricity,PSZ-HP
2451,20,retail,0,Electricity,PTAC with electric coil
2452,38,retail,1,Propane,PSZ-AC with gas coil
2453,10,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2454,49,small_office,1,NaturalGas,PVAV with gas boiler reheat
2455,25,large_hotel,0,NaturalGas,PTAC with gas boiler
2456,13,warehouse,1,Electricity,PVAV with PFP boxes
2457,22,quick_service_restaurant,0,NaturalGas,Residential AC with residential forced air furnace
2458,36,grocery,1,NaturalGas,PSZ-AC with gas coil
2459,101,small_hotel,0,Electricity,PTHP
2460,9,outpatient,0,Electricity,PSZ-HP
2461,48,medium_office,1,NaturalGas,PSZ-AC with gas coil
2462,29,primary_school,1,NaturalGas,PSZ-AC with gas boiler
2463,49,retail,0,NaturalGas,Residential AC with residential forced air furnace
2464,30,strip_mall,2,Electricity,PVAV with PFP boxes
2465,21,warehouse,0,Propane,Residential AC with residential forced air furnace
2466,25,medium_office,1,NaturalGas,VAV chiller with gas boiler reheat
2467,40,large_office,1,NaturalGas,VAV chiller with gas boiler reheat
2468,0,full_service_restaurant,1,Propane,PSZ-AC with gas coil
2469,4,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2470,18,retail,1,Propane,PSZ-AC with gas coil
2471,17,grocery,0,NaturalGas,PSZ-AC with gas coil
2472,0,small_office,1,NaturalGas,PVAV with gas boiler reheat
2473,21,retail,0,NaturalGas,PSZ-AC with gas coil
2474,102,medium_office,1,NaturalGas,PSZ-AC with gas coil
2475,101,retail,0,Electricity,PSZ-HP
2476,104,primary_school,0,NaturalGas,PSZ-AC with gas coil
2477,5,secondary_school,0,Electricity,DOAS with water source heat pumps with ground source heat pump
2478,10,large_office,0,Electricity,VAV chiller with PFP boxes
2479,34,strip_mall,1,NaturalGas,PSZ-AC with gas coil
2480,10,large_hotel,0,NaturalGas,PTAC with gas coil
2481,13,primary_school,1,Electricity,PVAV with PFP boxes
2482,107,warehouse,1,NaturalGas,PVAV with gas boiler reheat
2483,38,small_office,0,FuelOil,PSZ-AC with gas coil
2484,103,large_hotel,0,Electricity,PTAC with electric coil
2485,26,small_hotel,0,Propane,Residential AC with residential forced air furnace
2486,14,small_office,0,Electricity,PSZ-HP
2487,102,large_hotel,0,Electricity,PTAC with electric coil
2488,107,small_hotel,0,Electricity,PTAC with electric coil
2489,40,primary_school,1,NaturalGas,PSZ-AC with gas coil
2490,25,medium_office,0,NaturalGas,DOAS with fan coil chiller with boiler
2491,108,warehouse,0,Propane,PSZ-AC with gas coil
2492,28,medium_office,1,DistrictHeating,VAV district chilled water with district hot water reheat
2493,17,small_office,0,FuelOil,PSZ-AC with gas coil
2494,40,grocery,0,Electricity,PSZ-AC with electric coil
2495,5,large_hotel,1,Electricity,DOAS with fan coil chiller with baseboard electric
2496,101,medium_office,1,Electricity,PVAV with PFP boxes
2497,22,secondary_school,0,Electricity,PTHP
2498,39,medium_office,1,NaturalGas,PSZ-AC with gas coil
2499,100,small_office,1,NaturalGas,PSZ-AC with gas coil
2500,109,small_office,0,Electricity,PSZ-HP
2501,21,retail,0,Propane,Residential AC with residential forced air furnace
2502,7,small_hotel,0,Electricity,PTAC with electric coil
2503,8,strip_mall,1,NaturalGas,PVAV with gas heat with electric reheat
2504,103,retail,0,Electricity,PSZ-HP
2505,107,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2506,40,strip_mall,1,NaturalGas,PVAV with gas heat with electric reheat
2507,5,retail,1,Propane,PSZ-AC with gas coil
2508,13,quick_service_restaurant,0,NaturalGas,Residential AC with residential forced air furnace
2509,27,medium_office,0,Electricity,PSZ-AC with electric coil
2510,29,retail,1,FuelOil,PSZ-AC with gas coil
2511,108,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2512,8,primary_school,1,Electricity,PVAV with PFP boxes
2513,19,quick_service_restaurant,0,Propane,PSZ-AC with gas coil
2514,46,small_office,0,Electricity,PSZ-AC with electric coil
2515,38,medium_office,1,Electricity,PVAV with PFP boxes
2516,25,large_office,0,DistrictHeating,VAV district chilled water with district hot water reheat
2517,48,large_office,0,Electricity,VAV chiller with PFP boxes
2518,105,small_office,1,Electricity,PSZ-HP
2519,30,warehouse,1,Electricity,PVAV with PFP boxes
2520,4,warehouse,0,Electricity,PTHP
2521,15,retail,0,Electricity,PSZ-HP
2522,19,strip_mall,1,NaturalGas,Residential AC with residential forced air furnace
2523,18,warehouse,0,Electricity,PTHP
2524,34,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2525,108,small_office,1,Electricity,PSZ-AC with electric coil
2526,25,medium_office,1,Electricity,PSZ-AC with electric coil
2527,33,small_hotel,0,Electricity,PTHP
2528,27,medium_office,1,Electricity,PVAV with PFP boxes
2529,42,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
2530,32,full_service_restaurant,1,NaturalGas,PSZ-AC with gas coil
2531,36,medium_office,1,NaturalGas,VAV air-cooled chiller with gas boiler reheat
2532,26,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2533,35,warehouse,0,Electricity,PSZ-AC with electric coil
2534,9,primary_school,0,NaturalGas,PSZ-AC with gas coil
2535,39,grocery,0,NaturalGas,PSZ-AC with gas coil
2536,32,small_hotel,0,Electricity,PTHP
2537,36,secondary_school,0,NaturalGas,PSZ-AC with gas boiler
2538,102,retail,0,Electricity,PTHP
2539,0,large_hotel,0,NaturalGas,PTAC with gas coil
2540,13,primary_school,1,NaturalGas,PVAV with gas boiler reheat
2541,106,small_office,1,Electricity,PVAV with PFP boxes
2542,25,retail,0,Electricity,PTAC with electric coil
2543,2,small_office,1,Electricity,PSZ-AC with electric coil
2544,23,small_hotel,0,Propane,Residential AC with residential forced air furnace
2545,10,medium_office,1,NaturalGas,PSZ-AC with gas coil
2546,28,full_service_restaurant,0,Propane,PSZ-AC with gas coil
2547,13,small_hotel,0,Electricity,PTHP
2548,9,primary_school,1,NaturalGas,DOAS with fan coil air-cooled chiller with boiler
2549,19,secondary_school,1,NaturalGas,VAV chiller with gas boiler reheat
2550,14,retail,0,Electricity,PSZ-AC with electric coil
2551,10,large_office,1,NaturalGas,VAV chiller with gas boiler reheat
2552,19,large_office,0,NaturalGas,VAV chiller with gas boiler reheat
2553,107,small_hotel,0,Propane,Residential AC with residential forced air furnace
2554,4,strip_mall,2,Electricity,PVAV with PFP boxes
2555,26,large_hotel,0,NaturalGas,PTAC with gas boiler
2556,36,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2557,25,large_hotel,0,Electricity,PTAC with electric coil
2558,104,full_service_restaurant,1,NaturalGas,PSZ-AC with gas coil
2559,43,small_office,0,Electricity,PSZ-AC with electric coil
2560,31,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
2561,36,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2562,31,small_hotel,0,Electricity,PTAC with electric coil
2563,17,small_hotel,0,Electricity,PTHP
2564,9,primary_school,1,NaturalGas,VAV air-cooled chiller with gas boiler reheat
2565,8,small_office,1,NaturalGas,PVAV with gas heat with electric reheat
2566,30,large_office,0,DistrictHeating,VAV district chilled water with district hot water reheat
2567,26,grocery,1,NaturalGas,PSZ-AC with gas coil
2568,106,retail,1,Electricity,PSZ-AC with electric coil
2569,101,large_hotel,0,NaturalGas,PTAC with gas boiler
2570,8,large_hotel,0,Electricity,PTHP
2571,16,small_office,1,NaturalGas,PVAV with gas boiler reheat
2572,3,strip_mall,0,NaturalGas,Residential AC with residential forced air furnace
2573,32,grocery,1,Electricity,PSZ-AC with electric coil
2574,106,small_office,0,Electricity,PTHP
2575,46,strip_mall,0,Electricity,PSZ-AC with electric coil
2576,101,retail,1,Electricity,PSZ-AC with electric coil
2577,11,strip_mall,1,NaturalGas,PSZ-AC with gas coil
2578,5,outpatient,1,Electricity,PSZ-AC with electric coil
2579,101,strip_mall,2,NaturalGas,PSZ-AC with gas coil
2580,4,full_service_restaurant,1,Electricity,PSZ-AC with electric coil
2581,105,retail,0,Electricity,PTHP
2582,101,grocery,0,NaturalGas,PSZ-AC with gas coil
2583,12,small_office,1,NaturalGas,Residential AC with residential forced air furnace
2584,39,small_office,1,NaturalGas,PVAV with gas boiler reheat
2585,38,warehouse,1,Electricity,PVAV with PFP boxes
2586,19,hospital,1,NaturalGas,VAV chiller with gas boiler reheat
2587,33,warehouse,0,Propane,PSZ-AC with gas coil
2588,13,strip_mall,1,Electricity,PSZ-AC with electric coil
2589,104,medium_office,0,NaturalGas,PVAV with gas boiler reheat
2590,36,large_hotel,0,NaturalGas,PTAC with gas boiler
2591,4,small_hotel,0,NaturalGas,Residential AC with residential forced air furnace
2592,15,small_office,0,Electricity,PTHP
2593,105,small_office,1,NaturalGas,PVAV with gas heat with electric reheat
2594,101,medium_office,1,NaturalGas,PVAV with gas heat with electric reheat
2595,15,large_hotel,0,NaturalGas,PTAC with gas coil
2596,8,medium_office,1,NaturalGas,PSZ-AC with gas coil
2597,44,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
2598,26,medium_office,0,Electricity,PSZ-AC with electric coil
2599,47,small_office,0,FuelOil,Residential AC with residential forced air furnace
2600,35,full_service_restaurant,0,Electricity,PSZ-AC with electric coil
2601,30,full_service_restaurant,1,Electricity,PSZ-AC with electric coil
2602,104,retail,0,Electricity,PSZ-HP
2603,21,quick_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
2604,107,quick_service_restaurant,0,Electricity,PSZ-HP
2605,22,grocery,0,NaturalGas,PSZ-AC with gas coil
2606,32,warehouse,1,Electricity,PVAV with PFP boxes
2607,37,primary_school,1,Electricity,PVAV with PFP boxes
2608,40,small_office,1,NaturalGas,PVAV with gas heat with electric reheat
2609,29,large_office,0,DistrictHeating,VAV district chilled water with district hot water reheat
2610,37,retail,1,Propane,PSZ-AC with gas coil
2611,25,strip_mall,1,Electricity,PSZ-AC with electric coil
2612,102,medium_office,0,Electricity,PSZ-AC with electric coil
2613,32,medium_office,0,Electricity,PVAV with PFP boxes
2614,20,small_hotel,0,Propane,Residential AC with residential forced air furnace
