Building,sampling_region,building_type,size_bin,heating_fuel,hvac_system_type
2894,6,retail,0,Electricity,PSZ-AC with electric coil
2895,6,retail,0,Electricity,PSZ-AC with electric coil
2896,6,retail,0,Electricity,PSZ-AC with electric coil
2897,6,retail,0,Electricity,PSZ-AC with electric coil
2898,6,retail,0,Electricity,PSZ-AC with electric coil
2899,6,retail,0,Electricity,PSZ-AC with electric coil
2900,6,retail,0,Electricity,PSZ-AC with electric coil
2901,6,retail,0,Electricity,PSZ-AC with electric coil
2902,6,retail,0,Electricity,PSZ-AC with electric coil
2903,6,retail,0,Electricity,PSZ-AC with electric coil
2904,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2905,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2906,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2907,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2908,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2909,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2910,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2911,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2912,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2913,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2914,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2915,9,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
2916,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2917,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2918,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2919,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2920,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2921,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2922,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2923,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2924,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2925,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2926,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2927,20,small_office,0,NaturalGas,Residential AC with residential forced air furnace
2928,6,small_office,0,Electricity,PTHP
2929,6,small_office,0,Electricity,PTHP
2930,6,small_office,0,Electricity,PTHP
2931,6,small_office,0,Electricity,PTHP
2932,6,small_office,0,Electricity,PTHP
2933,6,small_office,0,Electricity,PTHP
2934,6,small_office,0,Electricity,PTHP
2935,6,small_office,0,Electricity,PTHP
2936,6,small_office,0,Electricity,PTHP
2937,6,small_office,0,Electricity,PTHP
2938,6,small_office,0,Electricity,PTHP
2939,6,small_office,0,Electricity,PTHP
2940,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2941,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2942,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2943,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2944,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2945,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2946,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2947,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2948,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2949,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2950,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2951,20,small_office,0,NaturalGas,PSZ-AC with gas coil
2952,37,retail,0,NaturalGas,PSZ-AC with gas coil
2953,37,retail,0,NaturalGas,PSZ-AC with gas coil
2954,37,retail,0,NaturalGas,PSZ-AC with gas coil
2955,37,retail,0,NaturalGas,PSZ-AC with gas coil
2956,37,retail,0,NaturalGas,PSZ-AC with gas coil
2957,37,retail,0,NaturalGas,PSZ-AC with gas coil
2958,37,retail,0,NaturalGas,PSZ-AC with gas coil
2959,37,retail,0,NaturalGas,PSZ-AC with gas coil
2960,37,retail,0,NaturalGas,PSZ-AC with gas coil
2961,37,retail,0,NaturalGas,PSZ-AC with gas coil
2962,37,retail,0,NaturalGas,PSZ-AC with gas coil
2963,37,retail,0,NaturalGas,PSZ-AC with gas coil
2964,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2965,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2966,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2967,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2968,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2969,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2970,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2971,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2972,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2973,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2974,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2975,102,warehouse,0,NaturalGas,PSZ-AC with gas coil
2976,32,retail,0,Propane,PSZ-AC with gas coil
2977,32,retail,0,Propane,PSZ-AC with gas coil
2978,32,retail,0,Propane,PSZ-AC with gas coil
2979,32,retail,0,Propane,PSZ-AC with gas coil
2980,32,retail,0,Propane,PSZ-AC with gas coil
2981,32,retail,0,Propane,PSZ-AC with gas coil
2982,32,retail,0,Propane,PSZ-AC with gas coil
2983,32,retail,0,Propane,PSZ-AC with gas coil
2984,32,retail,0,Propane,PSZ-AC with gas coil
2985,32,retail,0,Propane,PSZ-AC with gas coil
2986,32,retail,0,Propane,PSZ-AC with gas coil
2987,32,retail,0,Propane,PSZ-AC with gas coil
2988,107,small_office,0,Electricity,PSZ-AC with electric coil
2989,107,small_office,0,Electricity,PSZ-AC with electric coil
2990,107,small_office,0,Electricity,PSZ-AC with electric coil
2991,107,small_office,0,Electricity,PSZ-AC with electric coil
2992,107,small_office,0,Electricity,PSZ-AC with electric coil
2993,107,small_office,0,Electricity,PSZ-AC with electric coil
2994,107,small_office,0,Electricity,PSZ-AC with electric coil
2995,107,small_office,0,Electricity,PSZ-AC with electric coil
2996,107,small_office,0,Electricity,PSZ-AC with electric coil
2997,107,small_office,0,Electricity,PSZ-AC with electric coil
2998,107,small_office,0,Electricity,PSZ-AC with electric coil
2999,107,small_office,0,Electricity,PSZ-AC with electric coil
3000,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3001,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3002,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3003,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3004,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3005,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3006,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3007,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3008,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3009,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3010,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3011,22,quick_service_restaurant,0,Electricity,PSZ-AC with electric coil
3012,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3013,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3014,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3015,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3016,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3017,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3018,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3019,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3020,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3021,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3022,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3023,19,retail,0,NaturalGas,Residential AC with residential forced air furnace
3024,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3025,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3026,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3027,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3028,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3029,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3030,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3031,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3032,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3033,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3034,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3035,19,warehouse,1,NaturalGas,PSZ-AC with gas coil
3036,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3037,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3038,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3039,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3040,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3041,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3042,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3043,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3044,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3045,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3046,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3047,11,small_office,0,NaturalGas,PSZ-AC with gas coil
3048,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3049,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3050,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3051,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3052,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3053,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3054,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3055,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3056,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3057,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3058,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3059,100,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3060,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3061,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3062,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3063,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3064,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3065,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3066,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3067,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3068,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3069,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3070,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3071,15,strip_mall,0,NaturalGas,PSZ-AC with gas coil
3072,9,warehouse,0,Electricity,PSZ-HP
3073,9,warehouse,0,Electricity,PSZ-HP
3074,9,warehouse,0,Electricity,PSZ-HP
3075,9,warehouse,0,Electricity,PSZ-HP
3076,9,warehouse,0,Electricity,PSZ-HP
3077,9,warehouse,0,Electricity,PSZ-HP
3078,9,warehouse,0,Electricity,PSZ-HP
3079,9,warehouse,0,Electricity,PSZ-HP
3080,9,warehouse,0,Electricity,PSZ-HP
3081,9,warehouse,0,Electricity,PSZ-HP
3082,9,warehouse,0,Electricity,PSZ-HP
3083,9,warehouse,0,Electricity,PSZ-HP
3084,8,small_office,0,Electricity,PSZ-HP
3085,8,small_office,0,Electricity,PSZ-HP
3086,8,small_office,0,Electricity,PSZ-HP
3087,8,small_office,0,Electricity,PSZ-HP
3088,8,small_office,0,Electricity,PSZ-HP
3089,8,small_office,0,Electricity,PSZ-HP
3090,8,small_office,0,Electricity,PSZ-HP
3091,8,small_office,0,Electricity,PSZ-HP
3092,8,small_office,0,Electricity,PSZ-HP
3093,8,small_office,0,Electricity,PSZ-HP
3094,8,small_office,0,Electricity,PSZ-HP
3095,8,small_office,0,Electricity,PSZ-HP
3096,24,small_office,0,FuelOil,PSZ-AC with gas coil
3097,24,small_office,0,FuelOil,PSZ-AC with gas coil
3098,24,small_office,0,FuelOil,PSZ-AC with gas coil
3099,24,small_office,0,FuelOil,PSZ-AC with gas coil
3100,24,small_office,0,FuelOil,PSZ-AC with gas coil
3101,24,small_office,0,FuelOil,PSZ-AC with gas coil
3102,24,small_office,0,FuelOil,PSZ-AC with gas coil
3103,24,small_office,0,FuelOil,PSZ-AC with gas coil
3104,24,small_office,0,FuelOil,PSZ-AC with gas coil
3105,24,small_office,0,FuelOil,PSZ-AC with gas coil
3106,24,small_office,0,FuelOil,PSZ-AC with gas coil
3107,24,small_office,0,FuelOil,PSZ-AC with gas coil
3108,39,small_office,0,Electricity,PSZ-HP
3109,39,small_office,0,Electricity,PSZ-HP
3110,39,small_office,0,Electricity,PSZ-HP
3111,39,small_office,0,Electricity,PSZ-HP
3112,39,small_office,0,Electricity,PSZ-HP
3113,39,small_office,0,Electricity,PSZ-HP
3114,39,small_office,0,Electricity,PSZ-HP
3115,39,small_office,0,Electricity,PSZ-HP
3116,39,small_office,0,Electricity,PSZ-HP
3117,39,small_office,0,Electricity,PSZ-HP
3118,39,small_office,0,Electricity,PSZ-HP
3119,39,small_office,0,Electricity,PSZ-HP
3120,38,strip_mall,0,Electricity,PSZ-HP
3121,38,strip_mall,0,Electricity,PSZ-HP
3122,38,strip_mall,0,Electricity,PSZ-HP
3123,38,strip_mall,0,Electricity,PSZ-HP
3124,38,strip_mall,0,Electricity,PSZ-HP
3125,38,strip_mall,0,Electricity,PSZ-HP
3126,38,strip_mall,0,Electricity,PSZ-HP
3127,38,strip_mall,0,Electricity,PSZ-HP
3128,38,strip_mall,0,Electricity,PSZ-HP
3129,38,strip_mall,0,Electricity,PSZ-HP
3130,38,strip_mall,0,Electricity,PSZ-HP
3131,38,strip_mall,0,Electricity,PSZ-HP
3132,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3133,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3134,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3135,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3136,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3137,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3138,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3139,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3140,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3141,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3142,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3143,16,strip_mall,0,Electricity,PSZ-AC with electric coil
3144,39,warehouse,0,Electricity,PSZ-HP
3145,39,warehouse,0,Electricity,PSZ-HP
3146,39,warehouse,0,Electricity,PSZ-HP
3147,39,warehouse,0,Electricity,PSZ-HP
3148,39,warehouse,0,Electricity,PSZ-HP
3149,39,warehouse,0,Electricity,PSZ-HP
3150,39,warehouse,0,Electricity,PSZ-HP
3151,39,warehouse,0,Electricity,PSZ-HP
3152,39,warehouse,0,Electricity,PSZ-HP
3153,39,warehouse,0,Electricity,PSZ-HP
3154,39,warehouse,0,Electricity,PSZ-HP
3155,39,warehouse,0,Electricity,PSZ-HP
3156,33,small_office,0,Electricity,PSZ-AC with electric coil
3157,33,small_office,0,Electricity,PSZ-AC with electric coil
3158,33,small_office,0,Electricity,PSZ-AC with electric coil
3159,33,small_office,0,Electricity,PSZ-AC with electric coil
3160,33,small_office,0,Electricity,PSZ-AC with electric coil
3161,33,small_office,0,Electricity,PSZ-AC with electric coil
3162,33,small_office,0,Electricity,PSZ-AC with electric coil
3163,33,small_office,0,Electricity,PSZ-AC with electric coil
3164,33,small_office,0,Electricity,PSZ-AC with electric coil
3165,33,small_office,0,Electricity,PSZ-AC with electric coil
3166,33,small_office,0,Electricity,PSZ-AC with electric coil
3167,33,small_office,0,Electricity,PSZ-AC with electric coil
3168,38,small_office,0,Electricity,PTHP
3169,38,small_office,0,Electricity,PTHP
3170,38,small_office,0,Electricity,PTHP
3171,38,small_office,0,Electricity,PTHP
3172,38,small_office,0,Electricity,PTHP
3173,38,small_office,0,Electricity,PTHP
3174,38,small_office,0,Electricity,PTHP
3175,38,small_office,0,Electricity,PTHP
3176,38,small_office,0,Electricity,PTHP
3177,38,small_office,0,Electricity,PTHP
3178,38,small_office,0,Electricity,PTHP
3179,38,small_office,0,Electricity,PTHP
3180,22,strip_mall,0,Electricity,PSZ-HP
3181,22,strip_mall,0,Electricity,PSZ-HP
3182,22,strip_mall,0,Electricity,PSZ-HP
3183,22,strip_mall,0,Electricity,PSZ-HP
3184,22,strip_mall,0,Electricity,PSZ-HP
3185,22,strip_mall,0,Electricity,PSZ-HP
3186,22,strip_mall,0,Electricity,PSZ-HP
3187,22,strip_mall,0,Electricity,PSZ-HP
3188,22,strip_mall,0,Electricity,PSZ-HP
3189,22,strip_mall,0,Electricity,PSZ-HP
3190,22,strip_mall,0,Electricity,PSZ-HP
3191,22,strip_mall,0,Electricity,PSZ-HP
3192,5,small_office,1,Electricity,PSZ-AC with electric coil
3193,5,small_office,1,Electricity,PSZ-AC with electric coil
3194,5,small_office,1,Electricity,PSZ-AC with electric coil
3195,5,small_office,1,Electricity,PSZ-AC with electric coil
3196,5,small_office,1,Electricity,PSZ-AC with electric coil
3197,5,small_office,1,Electricity,PSZ-AC with electric coil
3198,5,small_office,1,Electricity,PSZ-AC with electric coil
3199,5,small_office,1,Electricity,PSZ-AC with electric coil
3200,5,small_office,1,Electricity,PSZ-AC with electric coil
3201,5,small_office,1,Electricity,PSZ-AC with electric coil
3202,5,small_office,1,Electricity,PSZ-AC with electric coil
3203,5,small_office,1,Electricity,PSZ-AC with electric coil
3204,101,retail,0,NaturalGas,PSZ-AC with gas coil
3205,101,retail,0,NaturalGas,PSZ-AC with gas coil
3206,101,retail,0,NaturalGas,PSZ-AC with gas coil
3207,101,retail,0,NaturalGas,PSZ-AC with gas coil
3208,101,retail,0,NaturalGas,PSZ-AC with gas coil
3209,101,retail,0,NaturalGas,PSZ-AC with gas coil
3210,101,retail,0,NaturalGas,PSZ-AC with gas coil
3211,101,retail,0,NaturalGas,PSZ-AC with gas coil
3212,101,retail,0,NaturalGas,PSZ-AC with gas coil
3213,101,retail,0,NaturalGas,PSZ-AC with gas coil
3214,101,retail,0,NaturalGas,PSZ-AC with gas coil
3215,101,retail,0,NaturalGas,PSZ-AC with gas coil
3216,104,retail,0,NaturalGas,PSZ-AC with gas coil
3217,104,retail,0,NaturalGas,PSZ-AC with gas coil
3218,104,retail,0,NaturalGas,PSZ-AC with gas coil
3219,104,retail,0,NaturalGas,PSZ-AC with gas coil
3220,104,retail,0,NaturalGas,PSZ-AC with gas coil
3221,104,retail,0,NaturalGas,PSZ-AC with gas coil
3222,104,retail,0,NaturalGas,PSZ-AC with gas coil
3223,104,retail,0,NaturalGas,PSZ-AC with gas coil
3224,104,retail,0,NaturalGas,PSZ-AC with gas coil
3225,104,retail,0,NaturalGas,PSZ-AC with gas coil
3226,104,retail,0,NaturalGas,PSZ-AC with gas coil
3227,104,retail,0,NaturalGas,PSZ-AC with gas coil
3228,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3229,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3230,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3231,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3232,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3233,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3234,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3235,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3236,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3237,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3238,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3239,33,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3240,9,retail,0,Electricity,PTHP
3241,9,retail,0,Electricity,PTHP
3242,9,retail,0,Electricity,PTHP
3243,9,retail,0,Electricity,PTHP
3244,9,retail,0,Electricity,PTHP
3245,9,retail,0,Electricity,PTHP
3246,9,retail,0,Electricity,PTHP
3247,9,retail,0,Electricity,PTHP
3248,9,retail,0,Electricity,PTHP
3249,9,retail,0,Electricity,PTHP
3250,9,retail,0,Electricity,PTHP
3251,9,retail,0,Electricity,PTHP
3252,20,retail,0,NaturalGas,PSZ-AC with gas coil
3253,20,retail,0,NaturalGas,PSZ-AC with gas coil
3254,20,retail,0,NaturalGas,PSZ-AC with gas coil
3255,20,retail,0,NaturalGas,PSZ-AC with gas coil
3256,20,retail,0,NaturalGas,PSZ-AC with gas coil
3257,20,retail,0,NaturalGas,PSZ-AC with gas coil
3258,20,retail,0,NaturalGas,PSZ-AC with gas coil
3259,20,retail,0,NaturalGas,PSZ-AC with gas coil
3260,20,retail,0,NaturalGas,PSZ-AC with gas coil
3261,20,retail,0,NaturalGas,PSZ-AC with gas coil
3262,20,retail,0,NaturalGas,PSZ-AC with gas coil
3263,20,retail,0,NaturalGas,PSZ-AC with gas coil
3264,33,warehouse,0,Electricity,PSZ-AC with electric coil
3265,33,warehouse,0,Electricity,PSZ-AC with electric coil
3266,33,warehouse,0,Electricity,PSZ-AC with electric coil
3267,33,warehouse,0,Electricity,PSZ-AC with electric coil
3268,33,warehouse,0,Electricity,PSZ-AC with electric coil
3269,33,warehouse,0,Electricity,PSZ-AC with electric coil
3270,33,warehouse,0,Electricity,PSZ-AC with electric coil
3271,33,warehouse,0,Electricity,PSZ-AC with electric coil
3272,33,warehouse,0,Electricity,PSZ-AC with electric coil
3273,33,warehouse,0,Electricity,PSZ-AC with electric coil
3274,33,warehouse,0,Electricity,PSZ-AC with electric coil
3275,33,warehouse,0,Electricity,PSZ-AC with electric coil
3276,13,small_office,0,Electricity,PSZ-AC with electric coil
3277,13,small_office,0,Electricity,PSZ-AC with electric coil
3278,13,small_office,0,Electricity,PSZ-AC with electric coil
3279,13,small_office,0,Electricity,PSZ-AC with electric coil
3280,13,small_office,0,Electricity,PSZ-AC with electric coil
3281,13,small_office,0,Electricity,PSZ-AC with electric coil
3282,13,small_office,0,Electricity,PSZ-AC with electric coil
3283,13,small_office,0,Electricity,PSZ-AC with electric coil
3284,13,small_office,0,Electricity,PSZ-AC with electric coil
3285,13,small_office,0,Electricity,PSZ-AC with electric coil
3286,13,small_office,0,Electricity,PSZ-AC with electric coil
3287,13,small_office,0,Electricity,PSZ-AC with electric coil
3288,32,small_office,0,Electricity,PSZ-HP
3289,32,small_office,0,Electricity,PSZ-HP
3290,32,small_office,0,Electricity,PSZ-HP
3291,32,small_office,0,Electricity,PSZ-HP
3292,32,small_office,0,Electricity,PSZ-HP
3293,32,small_office,0,Electricity,PSZ-HP
3294,32,small_office,0,Electricity,PSZ-HP
3295,32,small_office,0,Electricity,PSZ-HP
3296,32,small_office,0,Electricity,PSZ-HP
3297,32,small_office,0,Electricity,PSZ-HP
3298,32,small_office,0,Electricity,PSZ-HP
3299,32,small_office,0,Electricity,PSZ-HP
3300,9,retail,0,Electricity,PSZ-HP
3301,9,retail,0,Electricity,PSZ-HP
3302,9,retail,0,Electricity,PSZ-HP
3303,9,retail,0,Electricity,PSZ-HP
3304,9,retail,0,Electricity,PSZ-HP
3305,9,retail,0,Electricity,PSZ-HP
3306,9,retail,0,Electricity,PSZ-HP
3307,9,retail,0,Electricity,PSZ-HP
3308,9,retail,0,Electricity,PSZ-HP
3309,9,retail,0,Electricity,PSZ-HP
3310,9,retail,0,Electricity,PSZ-HP
3311,9,retail,0,Electricity,PSZ-HP
3312,6,small_office,0,Electricity,PSZ-AC with electric coil
3313,6,small_office,0,Electricity,PSZ-AC with electric coil
3314,6,small_office,0,Electricity,PSZ-AC with electric coil
3315,6,small_office,0,Electricity,PSZ-AC with electric coil
3316,6,small_office,0,Electricity,PSZ-AC with electric coil
3317,6,small_office,0,Electricity,PSZ-AC with electric coil
3318,6,small_office,0,Electricity,PSZ-AC with electric coil
3319,6,small_office,0,Electricity,PSZ-AC with electric coil
3320,6,small_office,0,Electricity,PSZ-AC with electric coil
3321,6,small_office,0,Electricity,PSZ-AC with electric coil
3322,6,small_office,0,Electricity,PSZ-AC with electric coil
3323,6,small_office,0,Electricity,PSZ-AC with electric coil
3324,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3325,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3326,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3327,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3328,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3329,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3330,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3331,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3332,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3333,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3334,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3335,4,small_office,0,NaturalGas,Residential AC with residential forced air furnace
3336,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3337,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3338,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3339,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3340,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3341,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3342,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3343,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3344,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3345,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3346,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3347,101,small_office,0,NaturalGas,PSZ-AC with gas coil
3348,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3349,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3350,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3351,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3352,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3353,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3354,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3355,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3356,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3357,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3358,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3359,8,full_service_restaurant,0,NaturalGas,PSZ-AC with gas coil
3360,5,warehouse,0,Electricity,PTHP
3361,5,warehouse,0,Electricity,PTHP
3362,5,warehouse,0,Electricity,PTHP
3363,5,warehouse,0,Electricity,PTHP
3364,5,warehouse,0,Electricity,PTHP
3365,5,warehouse,0,Electricity,PTHP
3366,5,warehouse,0,Electricity,PTHP
3367,5,warehouse,0,Electricity,PTHP
3368,5,warehouse,0,Electricity,PTHP
3369,5,warehouse,0,Electricity,PTHP
3370,5,warehouse,0,Electricity,PTHP
3371,5,warehouse,0,Electricity,PTHP
3372,30,small_office,0,Electricity,PSZ-AC with electric coil
3373,30,small_office,0,Electricity,PSZ-AC with electric coil
3374,30,small_office,0,Electricity,PSZ-AC with electric coil
3375,30,small_office,0,Electricity,PSZ-AC with electric coil
3376,30,small_office,0,Electricity,PSZ-AC with electric coil
